Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?,  False.
Can MarineInvertebrate that is also Moss be considered a subcategory of 'Liverwort'?,  False.
Can Mollusk that is also Protist be considered a subcategory of 'Macrophyte'?,  False.
Can Centipede that is also Plant be considered a subcategory of 'Plankton'?,  False.
Can Fern that is also Microbiota be considered a subcategory of 'Crop'?,  False.
Can MarineMicrobiota that is also Yeast be considered a subcategory of 'Livestock'?,  False.
Can Ciliate that is also Macrophyte be considered a subcategory of 'Coral'?,  False.
Can Amphibian that is also Microalgae be considered a subcategory of 'Crustacean'?,  False.
Can Liverwort that is also MarineMammal be considered a subcategory of 'Ciliate'?,  False.
Can Conifer that is also Flagellate be considered a subcategory of 'FungiTaxonomy'?,  False.
Can FloweringPlant that is also Lichen be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Crown that is also Echinoderm be considered a subcategory of 'Nutrient'?,  False.
Can Canopy that is also MicrobiotaTaxonomy be considered a subcategory of 'Pollen'?,  False.
Can Macrophyte that is also Plant be considered a subcategory of 'MarineMammal'?,  False.
Can Crop that is also Litter be considered a subcategory of 'Moss'?,  False.
Can Fish that is also Macroalgae be considered a subcategory of 'Arthropod'?,  False.
Can Anemone that is also Protist be considered a subcategory of 'Invertebrate'?,  False.
Can Litter that is also Sporozoan be considered a subcategory of 'Human'?,  False.
Can Human that is also TreeRing be considered a subcategory of 'Canopy'?,  False.
Can MarinePlant that is also Millipede be considered a subcategory of 'Microbiota'?,  False.
Can Crown that is also Insect be considered a subcategory of 'Diatom'?,  False.
Can FungiTaxonomy that is also VegetationCover be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Jellyfish that is also SegmentedWorm be considered a subcategory of 'FloweringPlant'?,  False.
Can Amphibian that is also Mammal be considered a subcategory of 'MarineBird'?,  False.
Can Amoebae that is also Canopy be considered a subcategory of 'Arachnid'?,  False.
Can IndigenousSpecies that is also Sponge be considered a subcategory of 'SlimeMold'?,  False.
Can Animal that is also Dairy be considered a subcategory of 'Conifer'?,  False.
Can Leaf be considered a subcategory of 'Pollen'?,  False.
Can Ciliate that is also Lichen be considered a subcategory of 'Litter'?,  False.
Can Amphibian that is also Bacteria be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Amoebae that is also Fungi be considered a subcategory of 'MarineMammal'?,  False.
Can Fish that is also Invertebrate be considered a subcategory of 'Microalgae'?,  False.
Can Chlorophyll that is also MarinePlant be considered a subcategory of 'ExoticSpecies'?,  False.
Can Conifer that is also ExoticSpecies be considered a subcategory of 'Fish'?,  False.
Can Poultry that is also VegetationCover be considered a subcategory of 'Arthropod'?,  False.
Can BlueGreenAlgae that is also Yeast be considered a subcategory of 'MarineInvertebrate'?,  False.
Can MarineInvertebrate that is also MicrobiotaTaxonomy be considered a subcategory of 'Invertebrate'?,  False.
Can Coccolithophore that is also Litter be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Crop that is also Plant be considered a subcategory of 'Reptile'?,  False.
Can Fern that is also Flatworm be considered a subcategory of 'Animal'?,  False.
Can Anemone that is also MarineMicrobiota be considered a subcategory of 'DominantSpecies'?,  False.
Can Arachnid that is also Conifer be considered a subcategory of 'Vertebrate'?,  False.
Can Animal that is also Crustacean be considered a subcategory of 'Sporozoan'?,  False.
Can Animal that is also Dairy be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Yeast that is also Zooplankton be considered a subcategory of 'VegetationCover'?,  False.
Can EvergreenVegetation that is also MarineInvertebrate be considered a subcategory of 'Sponge'?,  False.
Can Fungi that is also Millipede be considered a subcategory of 'Phytoplankton'?,  False.
Can Algae that is also Fish be considered a subcategory of 'VegetationSpecies'?,  False.
Can Fern that is also Plankton be considered a subcategory of 'Lichen'?,  False.
Can MarineMicrobiota that is also Nutrient be considered a subcategory of 'Flatworm'?,  False.
Can Insect that is also Poultry be considered a subcategory of 'Yeast'?,  False.
Can Coccolithophore that is also ExoticVegetation be considered a subcategory of 'Algae'?,  False.
Can MarineMammal that is also VegetationSpecies be considered a subcategory of 'Fern'?,  False.
Can Algae that is also Fungi be considered a subcategory of 'Dairy'?,  False.
Can Mollusk that is also Sporozoan be considered a subcategory of 'Amphibian'?,  False.
Can DominantSpecies that is also Plant be considered a subcategory of 'Centipede'?,  False.
Can Microalgae that is also Radiolarian be considered a subcategory of 'Reptile'?,  False.
Can Human that is also Mushroom be considered a subcategory of 'SlimeMold'?,  False.
Can Conifer that is also MarineBird be considered a subcategory of 'DominantSpecies'?,  False.
Can DeciduousVegetation that is also Microphyte be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Arachnid that is also Crop be considered a subcategory of 'FloweringPlant'?,  False.
Can Microbiota that is also Millipede be considered a subcategory of 'SegmentedWorm'?,  False.
Can Animal that is also Liverwort be considered a subcategory of 'Millipede'?,  False.
Can Diatom that is also Roundworm be considered a subcategory of 'Fungi'?,  False.
Can Coral that is also Fern be considered a subcategory of 'Mammal'?,  False.
Can Insect that is also Zooplankton be considered a subcategory of 'Poultry'?,  False.
Can Algae that is also Coccolithophore be considered a subcategory of 'Radiolarian'?,  False.
Can MarineInvertebrate that is also Roundworm be considered a subcategory of 'Insect'?,  False.
Can Invertebrate that is also Pollen be considered a subcategory of 'Vegetation'?,  False.
Can Plankton that is also Vegetation be considered a subcategory of 'Mold'?,  False.
Can Amphibian that is also Centipede be considered a subcategory of 'Leaf'?,  False.
Can DominantSpecies that is also Vegetation be considered a subcategory of 'MarineAnimal'?,  False.
Can Bacteria that is also Sponge be considered a subcategory of 'Centipede'?,  False.
Can Arthropod that is also SegmentedWorm be considered a subcategory of 'Fern'?,  False.
Can Bird that is also Coral be considered a subcategory of 'ExoticSpecies'?,  False.
Can Livestock that is also SlimeMold be considered a subcategory of 'Conifer'?,  False.
Can Moss that is also Vertebrate be considered a subcategory of 'Microalgae'?,  False.
Can EvergreenVegetation that is also Microbiota be considered a subcategory of 'MarineInvertebrate'?,  False.
Can ExoticVegetation that is also Nutrient be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Anemone that is also Macroalgae be considered a subcategory of 'MarineMammal'?,  False.
Can Arachnid that is also Centipede be considered a subcategory of 'Diatom'?,  False.
Can Liverwort that is also Microphyte be considered a subcategory of 'Animal'?,  False.
Can MicrobiotaTaxonomy that is also Yeast be considered a subcategory of 'Invertebrate'?,  False.
Can IndigenousVegetation that is also Protist be considered a subcategory of 'Arthropod'?,  False.
Can MarineAnimal that is also Reptile be considered a subcategory of 'Amphibian'?,  False.
Can Fish that is also Microphyte be considered a subcategory of 'Flatworm'?,  False.
Can Poultry that is also Roundworm be considered a subcategory of 'Lichen'?,  False.
Can Foraminifer that is also Litter be considered a subcategory of 'Echinoderm'?,  False.
Can Arthropod that is also Radiolarian be considered a subcategory of 'Fern'?,  False.
Can Human that is also MarinePlant be considered a subcategory of 'IndigenousVegetation'?,  False.
Can DeciduousVegetation that is also MarineBird be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Crustacean that is also FungiTaxonomy be considered a subcategory of 'Dairy'?,  False.
Can Crop that is also SegmentedWorm be considered a subcategory of 'Chlorophyll'?,  False.
Can IndigenousSpecies that is also Microbiota be considered a subcategory of 'Pollen'?,  False.
Can Liverwort that is also Reptile be considered a subcategory of 'MarineAnimal'?,  False.
Can Flagellate that is also VegetationSpecies be considered a subcategory of 'Mollusk'?,  False.
Can Coral that is also Livestock be considered a subcategory of 'Nutrient'?,  False.
Can TreeRing that is also Zooplankton be considered a subcategory of 'Ciliate'?,  False.
Can Plankton that is also Vegetation be considered a subcategory of 'MarineMammal'?,  False.
Can Flatworm that is also Mollusk be considered a subcategory of 'Microalgae'?,  False.
Can Fungi that is also MarineBird be considered a subcategory of 'Microphyte'?,  False.
Can Crustacean that is also Lichen be considered a subcategory of 'Crown'?,  False.
Can DominantSpecies that is also Reptile be considered a subcategory of 'Macrophyte'?,  False.
Can Microphyte that is also VegetationSpecies be considered a subcategory of 'Livestock'?,  False.
Can Leaf that is also Liverwort be considered a subcategory of 'ExoticVegetation'?,  False.
Can Diatom that is also Foraminifer be considered a subcategory of 'Mushroom'?,  False.
Can Bacteria that is also Radiolarian be considered a subcategory of 'Amoebae'?,  False.
Can Human that is also Mammal be considered a subcategory of 'Crustacean'?,  False.
Can Invertebrate that is also Plankton be considered a subcategory of 'Phytoplankton'?,  False.
Can BlueGreenAlgae that is also FloweringPlant be considered a subcategory of 'Vertebrate'?,  False.
Can Crop that is also ExoticSpecies be considered a subcategory of 'Human'?,  False.
Can Amoebae that is also Microbiota be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Bird that is also BlueGreenAlgae be considered a subcategory of 'VegetationCover'?,  False.
Can Flatworm that is also Vegetation be considered a subcategory of 'Flagellate'?,  False.
Can Coral that is also MicrobiotaTaxonomy be considered a subcategory of 'Plant'?,  False.
Can VegetationCover that is also Zooplankton be considered a subcategory of 'Canopy'?,  False.
Can Jellyfish that is also Zooplankton be considered a subcategory of 'Mold'?,  False.
Can Fern that is also IndigenousVegetation be considered a subcategory of 'Crop'?,  False.
Can Amoebae that is also Millipede be considered a subcategory of 'Poultry'?,  False.
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Crown that is also Sponge be considered a subcategory of 'Coccolithophore'?,  False.
Can MarineInvertebrate that is also Microalgae be considered a subcategory of 'ExoticSpecies'?,  False.
Can Insect that is also Phytoplankton be considered a subcategory of 'Livestock'?,  False.
Can Chlorophyll that is also Pollen be considered a subcategory of 'Macrophyte'?,  False.
Can Canopy that is also Centipede be considered a subcategory of 'Crustacean'?,  False.
Can Human that is also Lichen be considered a subcategory of 'Crown'?,  False.
Can DominantSpecies that is also FungiTaxonomy be considered a subcategory of 'Coral'?,  False.
Can Mammal that is also Pollen be considered a subcategory of 'Macroalgae'?,  False.
Can Leaf that is also VegetationCover be considered a subcategory of 'Phytoplankton'?,  False.
Can Litter that is also MarineBird be considered a subcategory of 'Invertebrate'?,  False.
Can Bacteria that is also Vertebrate be considered a subcategory of 'Human'?,  False.
Can Diatom that is also Phytoplankton be considered a subcategory of 'Animal'?,  False.
Can Chlorophyll that is also Vertebrate be considered a subcategory of 'Diatom'?,  False.
Can BlueGreenAlgae that is also Coral be considered a subcategory of 'MarineInvertebrate'?,  False.
Can ExoticVegetation that is also Mammal be considered a subcategory of 'Moss'?,  False.
Can Lichen that is also Radiolarian be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Centipede that is also FungiTaxonomy be considered a subcategory of 'Arachnid'?,  False.
Can SlimeMold that is also Sponge be considered a subcategory of 'Jellyfish'?,  False.
Can Macrophyte that is also Yeast be considered a subcategory of 'DominantSpecies'?,  False.
Can Litter that is also Microphyte be considered a subcategory of 'Sponge'?,  False.
Can Microalgae that is also Vertebrate be considered a subcategory of 'Bird'?,  False.
Can Centipede that is also Mold be considered a subcategory of 'SlimeMold'?,  False.
Can Conifer that is also Sporozoan be considered a subcategory of 'FloweringPlant'?,  False.
Can Roundworm that is also TreeRing be considered a subcategory of 'Anemone'?,  False.
Can Echinoderm that is also Plant be considered a subcategory of 'Vegetation'?,  False.
Can Mushroom that is also Pollen be considered a subcategory of 'Algae'?,  False.
Can Jellyfish that is also VegetationCover be considered a subcategory of 'Radiolarian'?,  False.
Can Flagellate that is also MarineMammal be considered a subcategory of 'Microalgae'?,  False.
Can Algae that is also SegmentedWorm be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Phytoplankton that is also Pollen be considered a subcategory of 'Fish'?,  False.
Can Bird that is also Reptile be considered a subcategory of 'TreeRing'?,  False.
Can Animal that is also Mollusk be considered a subcategory of 'ExoticVegetation'?,  False.
Can Coccolithophore that is also Leaf be considered a subcategory of 'Animal'?,  False.
Can IndigenousSpecies that is also Invertebrate be considered a subcategory of 'Ciliate'?,  False.
Can Amphibian that is also EvergreenVegetation be considered a subcategory of 'FungiTaxonomy'?,  False.
Can ExoticVegetation that is also Fungi be considered a subcategory of 'MarinePlant'?,  False.
Can DeciduousVegetation that is also Diatom be considered a subcategory of 'Vertebrate'?,  False.
Can Reptile that is also TreeRing be considered a subcategory of 'DominantSpecies'?,  False.
Can Conifer that is also Nutrient be considered a subcategory of 'Jellyfish'?,  False.
Can Lichen that is also Poultry be considered a subcategory of 'Bird'?,  False.
Can Diatom that is also Radiolarian be considered a subcategory of 'Sponge'?,  False.
Can Radiolarian that is also Vertebrate be considered a subcategory of 'Arachnid'?,  False.
Can MarineInvertebrate that is also SlimeMold be considered a subcategory of 'Fungi'?,  False.
Can Amoebae that is also Moss be considered a subcategory of 'Canopy'?,  False.
Can IndigenousSpecies that is also Moss be considered a subcategory of 'Microbiota'?,  False.
Can Foraminifer that is also TreeRing be considered a subcategory of 'VegetationSpecies'?,  False.
Can Echinoderm that is also MarineMammal be considered a subcategory of 'VegetationCover'?,  False.
Can Arachnid that is also VegetationCover be considered a subcategory of 'Flatworm'?,  False.
Can Bird that is also Chlorophyll be considered a subcategory of 'Amphibian'?,  False.
Can BlueGreenAlgae that is also Jellyfish be considered a subcategory of 'Millipede'?,  False.
Can IndigenousVegetation that is also MarineMicrobiota be considered a subcategory of 'Lichen'?,  False.
Can Lichen that is also Liverwort be considered a subcategory of 'Dairy'?,  False.
Can FungiTaxonomy that is also MarineAnimal be considered a subcategory of 'Litter'?,  False.
Can Flatworm that is also Sponge be considered a subcategory of 'Protist'?,  False.
Can Microalgae that is also Poultry be considered a subcategory of 'Zooplankton'?,  False.
Can Crustacean that is also Litter be considered a subcategory of 'Insect'?,  False.
Can Arthropod that is also Vertebrate be considered a subcategory of 'Chlorophyll'?,  False.
Can Centipede that is also Macrophyte be considered a subcategory of 'IndigenousVegetation'?,  False.
Can DeciduousVegetation that is also DominantSpecies be considered a subcategory of 'Conifer'?,  False.
Can IndigenousVegetation that is also Millipede be considered a subcategory of 'SegmentedWorm'?,  False.
Can ExoticSpecies that is also Foraminifer be considered a subcategory of 'Yeast'?,  False.
Can Amphibian that is also MicrobiotaTaxonomy be considered a subcategory of 'Fungi'?,  False.
Can Livestock that is also Mammal be considered a subcategory of 'Bird'?,  False.
Can Bacteria that is also Moss be considered a subcategory of 'Poultry'?,  False.
Can Arthropod that is also BlueGreenAlgae be considered a subcategory of 'Vegetation'?,  False.
Can MarineMammal that is also SegmentedWorm be considered a subcategory of 'Algae'?,  False.
Can Amoebae that is also Mushroom be considered a subcategory of 'Bacteria'?,  False.
Can Bird that is also MarineAnimal be considered a subcategory of 'Leaf'?,  False.
Can Protist that is also SlimeMold be considered a subcategory of 'MarineAnimal'?,  False.
Can Canopy that is also Microbiota be considered a subcategory of 'Fern'?,  False.
Can MarineAnimal that is also Nutrient be considered a subcategory of 'Crown'?,  False.
Can Anemone that is also Macrophyte be considered a subcategory of 'ExoticSpecies'?,  False.
Can Crown that is also Poultry be considered a subcategory of 'Livestock'?,  False.
Can Liverwort that is also Protist be considered a subcategory of 'Microphyte'?,  False.
Can Plant that is also SegmentedWorm be considered a subcategory of 'Chlorophyll'?,  False.
Can Millipede that is also Mushroom be considered a subcategory of 'Fish'?,  False.
Can Arachnid that is also Jellyfish be considered a subcategory of 'Conifer'?,  False.
Can ExoticSpecies that is also Roundworm be considered a subcategory of 'Pollen'?,  False.
Can Fern that is also Mold be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Canopy that is also Crop be considered a subcategory of 'Invertebrate'?,  False.
Can Bacteria that is also Echinoderm be considered a subcategory of 'TreeRing'?,  False.
Can Anemone that is also Arthropod be considered a subcategory of 'Microalgae'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Animal'?,  False.
Can Bird that is also Human be considered a subcategory of 'DominantSpecies'?,  False.
Can MarineAnimal that is also Pollen be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Crown that is also SlimeMold be considered a subcategory of 'ExoticVegetation'?,  False.
Can Macroalgae that is also Sponge be considered a subcategory of 'Vertebrate'?,  False.
Can EvergreenVegetation that is also MarineBird be considered a subcategory of 'Arachnid'?,  False.
Can DominantSpecies that is also Nutrient be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Anemone that is also Canopy be considered a subcategory of 'Reptile'?,  False.
Can BlueGreenAlgae that is also Radiolarian be considered a subcategory of 'Mammal'?,  False.
Can Dairy that is also Mollusk be considered a subcategory of 'Liverwort'?,  False.
Can Coral that is also SlimeMold be considered a subcategory of 'Dairy'?,  False.
Can ExoticSpecies that is also Flagellate be considered a subcategory of 'Pollen'?,  False.
Can Ciliate be considered a subcategory of 'Foraminifer'?,  False.
Can Mold that is also Roundworm be considered a subcategory of 'Mollusk'?,  False.
Can Dairy that is also MicrobiotaTaxonomy be considered a subcategory of 'Ciliate'?,  False.
Can MarinePlant that is also Plant be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Invertebrate that is also MarineBird be considered a subcategory of 'Macrophyte'?,  False.
Can Crustacean that is also Jellyfish be considered a subcategory of 'TreeRing'?,  False.
Can Anemone that is also Fish be considered a subcategory of 'ExoticVegetation'?,  False.
Can Fern that is also Microbiota be considered a subcategory of 'Jellyfish'?,  False.
Can FloweringPlant that is also Liverwort be considered a subcategory of 'Moss'?,  False.
Can Echinoderm that is also VegetationSpecies be considered a subcategory of 'Crustacean'?,  False.
Can Animal that is also MicrobiotaTaxonomy be considered a subcategory of 'Mushroom'?,  False.
Can Livestock that is also Phytoplankton be considered a subcategory of 'Human'?,  False.
Can Crustacean that is also Insect be considered a subcategory of 'Coral'?,  False.
Can Algae that is also SegmentedWorm be considered a subcategory of 'Diatom'?,  False.
Can IndigenousSpecies that is also Mushroom be considered a subcategory of 'Roundworm'?,  False.
Can Arachnid that is also Millipede be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can ExoticSpecies that is also Flagellate be considered a subcategory of 'Arthropod'?,  False.
Can Coccolithophore that is also Mold be considered a subcategory of 'Flagellate'?,  False.
Can Canopy that is also TreeRing be considered a subcategory of 'SlimeMold'?,  False.
Can EvergreenVegetation that is also Mammal be considered a subcategory of 'Canopy'?,  False.
Can Arthropod that is also Mollusk be considered a subcategory of 'VegetationCover'?,  False.
Can Diatom that is also Plankton be considered a subcategory of 'Flatworm'?,  False.
Can Flatworm that is also VegetationSpecies be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Macrophyte that is also Nutrient be considered a subcategory of 'Millipede'?,  False.
Can Microbiota that is also Sporozoan be considered a subcategory of 'MarineBird'?,  False.
Can Microbiota that is also Plankton be considered a subcategory of 'ExoticSpecies'?,  False.
Can Bird that is also Flatworm be considered a subcategory of 'Crown'?,  False.
Can Fish that is also Macroalgae be considered a subcategory of 'MarineAnimal'?,  False.
Can MarineMicrobiota that is also Yeast be considered a subcategory of 'Coccolithophore'?,  False.
Can BlueGreenAlgae that is also Liverwort be considered a subcategory of 'Nutrient'?,  False.
Can Conifer that is also Mollusk be considered a subcategory of 'Invertebrate'?,  False.
Can ExoticVegetation that is also Protist be considered a subcategory of 'MarineMammal'?,  False.
Can Centipede that is also Fern be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Crustacean that is also Flagellate be considered a subcategory of 'Animal'?,  False.
Can Animal that is also Ciliate be considered a subcategory of 'Diatom'?,  False.
Can Macrophyte that is also Plant be considered a subcategory of 'Human'?,  False.
Can Foraminifer that is also Microalgae be considered a subcategory of 'Macroalgae'?,  False.
Can Centipede that is also Millipede be considered a subcategory of 'Microbiota'?,  False.
Can Algae that is also DominantSpecies be considered a subcategory of 'Millipede'?,  False.
Can Amphibian that is also Phytoplankton be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Arachnid that is also Crustacean be considered a subcategory of 'Canopy'?,  False.
Can Crown that is also ExoticVegetation be considered a subcategory of 'Arachnid'?,  False.
Can FungiTaxonomy that is also Zooplankton be considered a subcategory of 'Vertebrate'?,  False.
Can Crop that is also Plankton be considered a subcategory of 'MarinePlant'?,  False.
Can Fish that is also Flatworm be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Canopy that is also Plant be considered a subcategory of 'Bird'?,  False.
Can Foraminifer that is also Sponge be considered a subcategory of 'Algae'?,  False.
Can BlueGreenAlgae that is also Human be considered a subcategory of 'Plant'?,  False.
Can MarinePlant that is also Mollusk be considered a subcategory of 'Sponge'?,  False.
Can MarineBird that is also Vegetation be considered a subcategory of 'Amphibian'?,  False.
Can Crustacean that is also IndigenousVegetation be considered a subcategory of 'Poultry'?,  False.
Can Flagellate that is also MarineBird be considered a subcategory of 'Radiolarian'?,  False.
Can Amphibian that is also Ciliate be considered a subcategory of 'Echinoderm'?,  False.
Can Coral that is also Liverwort be considered a subcategory of 'Fern'?,  False.
Can Moss that is also VegetationSpecies be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Dairy that is also Livestock be considered a subcategory of 'EvergreenVegetation'?,  False.
Can MarineMammal that is also MarinePlant be considered a subcategory of 'Leaf'?,  False.
Can BlueGreenAlgae that is also MarineAnimal be considered a subcategory of 'Crustacean'?,  False.
Can MicrobiotaTaxonomy that is also Vertebrate be considered a subcategory of 'Sporozoan'?,  False.
Can Centipede that is also Ciliate be considered a subcategory of 'FungiTaxonomy'?,  False.
Can DominantSpecies that is also Invertebrate be considered a subcategory of 'ExoticVegetation'?,  False.
Can Flatworm that is also Nutrient be considered a subcategory of 'Vertebrate'?,  False.
Can Anemone that is also Echinoderm be considered a subcategory of 'Arachnid'?,  False.
Can Pollen that is also VegetationCover be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Bird that is also FloweringPlant be considered a subcategory of 'MarinePlant'?,  False.
Can Fish that is also MicrobiotaTaxonomy be considered a subcategory of 'Sponge'?,  False.
Can Crown that is also IndigenousVegetation be considered a subcategory of 'Yeast'?,  False.
Can Litter that is also Moss be considered a subcategory of 'VegetationSpecies'?,  False.
Can Crop that is also EvergreenVegetation be considered a subcategory of 'VegetationCover'?,  False.
Can MarinePlant that is also Sponge be considered a subcategory of 'Flatworm'?,  False.
Can Microalgae that is also Reptile be considered a subcategory of 'Amphibian'?,  False.
Can Arachnid that is also FungiTaxonomy be considered a subcategory of 'Algae'?,  False.
Can Arthropod that is also ExoticSpecies be considered a subcategory of 'Bacteria'?,  False.
Can Insect that is also Pollen be considered a subcategory of 'MarineBird'?,  False.
Can Bird that is also Coccolithophore be considered a subcategory of 'Protist'?,  False.
Can MarineAnimal that is also Zooplankton be considered a subcategory of 'SlimeMold'?,  False.
Can EvergreenVegetation that is also Vertebrate be considered a subcategory of 'FloweringPlant'?,  False.
